Module Code,Positive Comments,Negative Comments,Positive Sentiment Ratio,Aggregated Sentiment Score
CS3264,2,0,1,0.99188745
CS3281,0,2,0,-0.988911867
CS3282,0,1,0,-0.998041093
CS4211,4,2,0.666666667,0.333333631
CS4212,0,2,0,-0.995972961
CS4215,4,2,0.666666667,0.326340963
CS4218,2,3,0.4,-0.180925417
CS4220,1,0,1,0.963694751
CS4221,3,1,0.75,0.469290182
CS4222,1,3,0.25,-0.497375607
CS4223,0,2,0,-0.995583802
CS4224,2,8,0.2,-0.550809509
CS4225,5,9,0.357142857,-0.252445664
CS4226,3,14,0.176470588,-0.652919033
CS4230,0,3,0,-0.978277326
CS4231,2,10,0.166666667,-0.642524113
CS4234,1,7,0.125,-0.710630372
CS4236,0,7,0,-0.976406864
CS4238,0,6,0,-0.964126607
CS4239,0,4,0,-0.936624825
CS4240,4,2,0.666666667,0.332836231
CS4242,0,3,0,-0.989576856
CS4243,6,6,0.5,-0.009160245
CS4246,1,8,0.111111111,-0.772104575
CS4247,1,2,0.333333333,-0.33459578
CS4248,7,10,0.411764706,-0.204219797
CS4249,1,2,0.333333333,-0.321446478
CS4261,1,5,0.166666667,-0.700609883
CS4268,5,7,0.416666667,-0.174579456
CS4269,0,3,0,-0.997446358
CS4277,2,1,0.666666667,0.336101929
CS4278,0,2,0,-0.972274661
CS4330,,,,
CS4347,3,0,1,0.857459883
CS4350,3,1,0.75,0.588683009
CS5218,1,0,1,0.833553731
CS5219,0,2,0,-0.984399438
CS5222,,,,
CS5223,2,8,0.2,-0.606639916
CS5224,3,1,0.75,0.485976025
CS5228,5,2,0.714285714,0.383277748
CS5229,0,1,0,-0.993544817
CS5230,0,2,0,-0.967983454
CS5231,4,1,0.8,0.45857048
CS5232,,,,
CS5233,1,1,0.5,0.02131924
CS5234,3,3,0.5,0.007159909
CS5239,0,1,0,-0.997831166
CS5240,0,2,0,-0.992093146
CS5242,0,1,0,-0.968439758
CS5246,2,1,0.666666667,0.327014903
CS5250,2,3,0.4,-0.205402792
CS5260,0,2,0,-0.997139454
CS5272,,,,
CS5321,1,0,1,0.95320195
CS5322,,,,
CS5330,3,5,0.375,-0.232939035
CS5331,1,3,0.25,-0.49665235
CS5332,,,,
CS5339,0,5,0,-0.994982076
CS5340,2,6,0.25,-0.477565847
CS5342,,,,
CS5344,,,,
CS5346,1,0,1,0.991747379
CS5421,0,4,0,-0.981394723
CS5422,,,,
CS5424,,,,
CS5425,1,2,0.333333333,-0.163371762
CS5430,,,,
CS5439,1,1,0.5,-0.00216496
CS5446,1,3,0.25,-0.496576622
CS5461,1,1,0.5,-0.010176033
CS5469,,,,
CS5477,3,2,0.6,0.181446803
CS5478,,,,
CS5562,2,1,0.666666667,0.219927112
CS5647,1,0,1,0.993920922
CS6101,,,,
CS6203,,,,
CS6204,,,,
CS6206,,,,
CS6207,2,0,1,0.999340802
CS6208,,,,
CS6211,3,0,1,0.936033865
CS6212,,,,
CS6213,,,,
CS6216,,,,
CS6217,,,,
CS6220,,,,
CS6222,,,,
CS6223,,,,
CS6231,,,,
CS6234,1,0,1,0.823161244
CS6235,,,,
CS6240,,,,
CS6244,,,,
CS6285,,,,
CSA6101,,,,
CSA6102,,,,
CSA6770,,,,
DAO1704,0,4,0,-0.846404433
DAO1704X,0,5,0,-0.924442112
DAO2702,1,5,0.166666667,-0.7069498
DAO2702X,,,,
DAO2703,1,2,0.333333333,-0.336403986
DBA3701,,,,
DBA3702,2,5,0.285714286,-0.467529433
DBA3711,,,,
DBA3713,,,,
DBA3751,,,,
DBA3803,0,5,0,-0.939255679
DBA4711,0,2,0,-0.944379538
DBA4713,,,,
DBA4714,,,,
DBA4751,,,,
DBA4761A,,,,
DBA4811,1,0,1,0.999296069
DBA4813,,,,
DBA5101,,,,
DBA5102,,,,
DBA5103,,,,
DBA5104,,,,
DBA5105,,,,
DBA5106,,,,
DBA5107,,,,
DBA5109,,,,
DBA5110,,,,
DBA5111,,,,
DBA5112,,,,
DE5106,,,,
DE5108,,,,
DE5109,,,,
DEP5101,,,,
DEP5101A,,,,
DEP5102,,,,
DEP5103,,,,
DEP5104,,,,
DEP5105,,,,
DEP5107,,,,
DEP5108,,,,
DEP5109,,,,
DEP5110,,,,
DEP5111,,,,
DEP5112,,,,
DEP5113,,,,
DEP5114,,,,
DEP5117,,,,
DI5100,,,,
DI5200,,,,
DL5101,,,,
DL5102,,,,
DL5103,,,,
DL5107,,,,
DL5201,,,,
DL5202,,,,
DL5203,,,,
DL5301,,,,
DL5302,,,,
DL5303,,,,
DMA1401L01,,,,
DMA1401PH,,,,
DMB1201ACC,,,,
DMB1201BSP,1,0,1,0.900157213
DMB1201DAO,,,,
DMB1201DO,,,,
DMB1201FIN,,,,
DMB1201MKT,,,,
DMB1201MNO,,,,
DMB1202ACC,,,,
DMB1202BSP,1,0,1,0.997541308
DMB1202DAO,,,,
DMB1202DO,,,,
DMB1202FIN,,,,
DMB1202MKT,,,,
DMB1202MNO,,,,
DMB1203ACC,,,,
DMB1203BSP,,,,
DMB1203DAO,,,,
DMB1203DO,,,,
DMB1203FIN,,,,
DMB1203MKT,,,,
DMB1203MNO,,,,
DMB1204ACC,,,,
DMB1204BSP,,,,
DMB1204DAO,,,,
DMB1204DO,,,,
DMB1204FIN,,,,
DMB1204MKT,,,,
DMB1204MNO,,,,
DMC1401,,,,
DMC1401CS,1,0,1,0.771617711
DMC1401IS,,,,
DMS1401CM,,,,
DMS1401SP,1,0,1,0.997969568
DMX1101,,,,
DMX1101AI,,,,
DMX1101CT,,,,
DMX1102,,,,
DMX1103,,,,
DMX1104,,,,
DMX1105,,,,
DMX1106,,,,
DMX1107,,,,
DMX1108,,,,
DMX1201,,,,
DMX1201AI,,,,
DMX1201CT,,,,
DMX1202,,,,
DMX1203,,,,
DMX1204,,,,
DMX1301,,,,
DMX1301AI,,,,
DMX1301CT,,,,
DMX1302,,,,
DMX1401,1,2,0.333333333,-0.36185499
DMX1401AI,,,,
DMX1401CT,,,,
DMX1402,,,,
DMX1501,,,,
DMX1501AI,,,,
DMX1501CT,,,,
DMX1601,,,,
DMX1701,,,,
DMX1801,,,,
DMY1201RF,,,,
DMY1401EH,,,,
DMY1401ELC,,,,
DMY1401FA,,,,
DMY1401HL,,,,
DMY1401LED,,,,
DMY1401PGP,,,,
DMY1401PSP,,,,
DMY1401RF,,,,
DMY1401SOG,,,,
DMY1401TSG,,,,
DMY1401TT,0,1,0,-0.961976826
DOS3701,0,1,0,-0.999806345
DOS3702,,,,
DOS3703,,,,
DOS3704,,,,
DOS3712,,,,
DOS3714,,,,
DOS3751,,,,
DOS3752,,,,
DOS3811,,,,
DOS4712,,,,
DOS4715,,,,
DOS4751,,,,
DOS4752,,,,
DOS4811,0,2,0,-0.973793536
DOS4813,,,,
DOS5025,1,0,1,0.99918133
DOS5101,,,,
DOS5101A,,,,
DOS5102,,,,
DOS5103,,,,
DOS5104,,,,
DOS5106,,,,
DSA1101,5,8,0.384615385,-0.230397389
DSA1361,,,,
DSA2101,4,10,0.285714286,-0.406111211
DSA2102,5,15,0.25,-0.488868403
DSA2310,,,,
DSA2312,,,,
DSA2313,,,,
DSA2362,,,,
DSA3101,2,4,0.333333333,-0.393282463
DSA3102,4,5,0.444444444,-0.143179271
DSA3310,,,,
DSA3311,,,,
DSA3312,,,,
DSA3313,,,,
DSA3361,0,3,0,-0.996558666
DSA3362,,,,
DSA4199,,,,
DSA4211,0,1,0,-0.87749368
DSA4212,1,1,0.5,-0.017020315
DSA4213,0,1,0,-0.969222486
DSA4262,0,1,0,-0.995200515
DSA4263,,,,
DSA4266,0,1,0,-0.990871012
DSA4288,,,,
DSA4288M,,,,
DSA4288S,,,,
DSA4299,0,1,0,-0.997200847
DSA4299C,,,,
DSA4310,,,,
DSA5101,,,,
DSA5102,,,,
DSA5103,,,,
DSA5104,,,,
DSA5105,0,1,0,-0.985673547
DSA5201,,,,
DSA5202,,,,
DSA5203,,,,
DSA5204,,,,
DSA5205,,,,
DSA5206,,,,
DSA5208,,,,
DSA5831,,,,
DSA5843,,,,
DSC4214,,,,
DSC4219,,,,
DSC4229,,,,
DSC5221A,,,,
DSE1101,0,2,0,-0.995583743
DSE3101,,,,
DTK1234,18,18,0.5,0.011890524
DTK1234A,,,,
DTS5701,,,,
DTS5702,,,,
DTS5703,,,,
DTS5711,,,,
DTS5712,,,,
DTS5731,,,,
DTS5732,,,,
DTS5733,,,,
DTS5734,,,,
DTS5735,,,,
DTS5736,,,,
DY5190,,,,
DY5310,,,,
DY5320,,,,
DY5330,,,,
DY5340,,,,
DY5350,,,,
DY5360,,,,
EBA5001,1,0,1,0.99504602
EBA5001G,,,,
EBA5002,,,,
EBA5002G,,,,
EBA5003,,,,
EBA5003G,,,,
EBA5004,,,,
EBA5004G,,,,
EBA5005,,,,
EBA5005G,,,,
EBA5006,,,,
EBA5006G,,,,
EBA5007,,,,
EBA5008,,,,
EBA5008G,,,,
EC1101E,8,18,0.307692308,-0.392351827
EC2101,2,20,0.090909091,-0.73842749
EC2102,4,15,0.210526316,-0.543213402
EC2104,1,6,0.142857143,-0.653195994
EC2205,1,0,1,0.985976934
EC2303,4,8,0.333333333,-0.352855225
EC2374,,,,
EC2383,1,0,1,0.954651654
EC2880A,,,,
EC2880C,,,,
EC3101,4,6,0.4,-0.2470667
EC3102,1,6,0.142857143,-0.689996455
EC3303,7,3,0.7,0.371995318
EC3304,5,3,0.625,0.203735366
EC3305,0,1,0,-0.994052589
EC3305R,1,0,1,0.989657819
EC3312,2,2,0.5,-0.014842436
EC3314,1,1,0.5,0.004004478
EC3332,1,3,0.25,-0.480944797
EC3333,3,9,0.25,-0.491046255
EC3342,,,,
EC3343,1,1,0.5,-0.003914505
EC3351,1,0,1,0.982645631
EC3361,2,1,0.666666667,0.283509552
EC3373,0,1,0,-0.999563754
EC3381,2,1,0.666666667,0.479159236
EC3386,,,,
EC3391,,,,
EC3394,,,,
EC3396,,,,
EC3551,,,,
EC3551R,,,,
EC4301,0,1,0,-0.837299407
EC4301HM,,,,
EC4302,,,,
EC4302HM,,,,
EC4303,,,,
EC4303HM,,,,
EC4304,1,2,0.333333333,-0.47772791
EC4304HM,,,,
EC4305,1,0,1,0.703023016
EC4305HM,,,,
EC4306,,,,
EC4306HM,,,,
EC4307,,,,
EC4307HM,,,,
EC4308,0,1,0,-0.988257349
EC4308HM,,,,
EC4313,1,0,1,0.989606142
EC4313HM,,,,
EC4324,,,,
EC4324HM,,,,
EC4325,,,,
EC4325HM,,,,
EC4331,1,0,1,0.917105794
EC4331HM,,,,
EC4332,,,,
EC4332HM,,,,
EC4333,1,0,1,0.545338094
EC4333HM,,,,
EC4342,,,,
EC4342HM,,,,
EC4343,,,,
EC4343HM,,,,
EC4351,,,,
EC4351HM,,,,
EC4352,0,1,0,-0.963539004
EC4352HM,,,,
EC4354,,,,
EC4354HM,,,,
EC4355,,,,
EC4355HM,,,,
EC4362,,,,
EC4362HM,,,,
EC4371,1,1,0.5,0.021348387
EC4371HM,,,,
EC4372,0,1,0,-0.99972266
EC4372HM,,,,
EC4382,,,,
EC4382HM,,,,
EC4383,,,,
EC4383HM,,,,
EC4394,0,3,0,-0.972905119
EC4394HM,0,1,0,-0.984766364
EC4398,,,,
EC4398HM,,,,
EC4401,,,,
EC4401HM,,,,
EC4660,,,,
EC4660HM,,,,
EC4880,,,,
EC4880HM,,,,
EC5101,,,,
EC5101R,,,,
EC5102,,,,
EC5102R,,,,
EC5103,,,,
EC5103R,,,,
EC5104,,,,
EC5104R,,,,
EC5319,,,,
EC5319R,,,,
EC5326,,,,
EC5326R,,,,
EC5386,,,,
EC5386R,,,,
EC5882,,,,
EC5882R,,,,
EC6101,,,,
EC6102,,,,
EC6103,,,,
EC6104,,,,
EC6322,,,,
EC6371,,,,
EC6770,,,,
EC6881,,,,
EC6884,,,,
ECA5101,,,,
ECA5102,,,,
ECA5103,,,,
ECA5304,,,,
ECA5305,,,,
ECA5307,,,,
ECA5313,,,,
ECA5315,,,,
ECA5325,,,,
ECA5333,,,,
ECA5334,,,,
ECA5335,,,,
ECA5342,,,,
ECA5343,,,,
ECA5351,,,,
ECA5371,,,,
ECA5372,,,,
ECA5373,,,,
ECA5374,,,,
ECA5375,,,,
ECA5376,,,,
ECA5381,,,,
ECA5396,,,,
ECA5881,,,,
ECA5884,,,,
EE1111A,1,1,0.5,-0.04592365
EE1111B,,,,
EE2012,1,4,0.2,-0.595285439
EE2022,0,1,0,-0.998172641
EE2023,8,5,0.615384615,0.24589092
EE2026,6,6,0.5,-0.042571411
EE2027,1,5,0.166666667,-0.673516969
EE2028,1,5,0.166666667,-0.619150748
EE2033,0,2,0,-0.995390356
EE2111A,0,4,0,-0.911067888
EE2211,4,4,0.5,-0.057911336
EE3031,1,3,0.25,-0.343878686
EE3104C,0,2,0,-0.998991579
EE3105,1,1,0.5,-0.003337473
EE3305,,,,
EE3306,,,,
EE3331C,0,2,0,-0.978218704
EE3408C,1,0,1,0.99472791
EE3431C,2,1,0.666666667,0.344548742
EE3731C,0,2,0,-0.987662852
EE3801,0,4,0,-0.996599108
EE4001,,,,
EE4002D,,,,
EE4002R,,,,
EE4031,,,,
EE4032,3,2,0.6,0.184991837
EE4101,,,,
EE4112,1,3,0.25,-0.487598136
EE4115,,,,
EE4204,1,3,0.25,-0.601535261
EE4205,1,2,0.333333333,-0.33064266
EE4210,0,2,0,-0.948721826
EE4211,0,1,0,-0.946281552
EE4212,,,,
EE4218,1,2,0.333333333,-0.322546721
EE4302,,,,
EE4303,,,,
EE4305,0,4,0,-0.97150889
EE4308,0,1,0,-0.995149672
EE4309,2,2,0.5,-0.001168996
EE4407,0,2,0,-0.949999839
EE4409,0,3,0,-0.875415742
EE4415,1,0,1,0.965370357
EE4434,3,0,1,0.999358277
EE4435,,,,
EE4436,,,,
EE4437,0,4,0,-0.986298859
EE4438,,,,
EE4501,,,,
EE4502,,,,
EE4503,,,,
EE4505,0,2,0,-0.991326272
EE4511,,,,
EE4513,,,,
EE4704,0,2,0,-0.974130481
EE4705,,,,
EE4802,0,1,0,-0.692272425
EE5001,,,,
EE5002,,,,
EE5003,,,,
EE5020,,,,
EE5021,,,,
EE5022,1,0,1,0.994619608
EE5023,,,,
EE5024,,,,
EE5025,1,0,1,0.999838591
EE5026,1,0,1,0.992660522
EE5027,,,,
EE5060,,,,
EE5061,,,,
EE5062,,,,
EE5064,,,,
EE5101,,,,
EE5103,,,,
EE5104,,,,
EE5106,,,,
EE5110,,,,
EE5111,,,,
EE5112,,,,
EE5114,,,,
EE5134,,,,
EE5135,,,,
EE5139,,,,
EE5303,,,,
EE5308,,,,
EE5311,,,,
EE5434,2,2,0.5,-0.029003114
EE5439,0,2,0,-0.988562822
EE5441,,,,
EE5442,,,,
EE5502,0,1,0,-0.997785211
EE5507,,,,
EE5508,1,1,0.5,-0.001806021
EE5518,,,,
EE5666,,,,
EE5701,,,,
EE5702,,,,
EE5703,,,,
EE5711,,,,
EE5713,,,,
EE5731,,,,
EE5801,0,1,0,-0.876289606
EE5831,,,,
EE5904,1,1,0.5,-0.001708329
EE5907,,,,
EE5999,,,,
EE6004,,,,
EE6104,,,,
EE6110,,,,
EE6135,,,,
EE6139,,,,
EE6437,,,,
EE6438,,,,
EE6439,,,,
EE6531,,,,
EE6733,,,,
EE6831,,,,
EE6832,,,,
EE6833,,,,
EE6934,,,,
EE6990,,,,
EE6999,,,,
EG1311,3,5,0.375,-0.252300434
EG1611,1,0,1,0.96329391
EG2101,,,,
EG2201A,0,1,0,-0.921026707
EG2301,1,1,0.5,8.34E-07
EG2310,0,1,0,-0.99696523
EG2311,,,,
EG2401A,2,7,0.222222222,-0.545985884
EG2605,1,0,1,0.979223013
EG2606A,,,,
EG2606B,,,,
EG2620,,,,
EG2701A,,,,
EG2701B,,,,
EG3301R,,,,
EG3611,,,,
EG3611A,,,,
EG3611B,,,,
EG3612,,,,
EG4301,,,,
EG4301A,,,,
EG5301,,,,
EG5303,,,,
EG5911R,,,,
EL1101E,8,13,0.380952381,-0.235232787
EL2101,0,3,0,-0.978781919
EL2102,1,2,0.333333333,-0.254542808
EL2111,0,2,0,-0.960638046
EL2151,1,0,1,0.98139888
EL3201,0,1,0,-0.755752861
EL3206,0,1,0,-0.634040833
EL3208,0,1,0,-0.973498464
EL3210,0,1,0,-0.989549935
EL3216,,,,
EL3254,,,,
EL3551,,,,
EL3551R,,,,
EL4204,,,,
EL4204HM,,,,
EL4212,,,,
EL4212HM,,,,
EL4216,,,,
EL4216HM,,,,
EL4222,0,1,0,-0.995699048
EL4222HM,,,,
EL4252,0,1,0,-0.989164114
EL4252HM,,,,
EL4253,0,1,0,-0.979661465
EL4253HM,,,,
EL4258,,,,
EL4258HM,,,,
EL4401,,,,
EL4401HM,,,,
EL4660,,,,
EL4660HM,,,,
EL4880D,0,1,0,-0.990430057
EL4880DHM,,,,
EL4880F,0,2,0,-0.95339945
EL4880FHM,,,,
EL5102,,,,
EL5102R,,,,
EL5103,,,,
EL5103R,,,,
EL5204R,,,,
EL5206R,,,,
EL5216R,,,,
EL5251R,,,,
EL5252R,,,,
EL5255R,,,,
EL5270R,,,,
EL5660,,,,
EL5661,,,,
EL6660,,,,
EL6770,,,,
EL6880,,,,
EL6881,,,,
EL6882,,,,
EL6884,,,,
ELC5104,,,,
ELC5204,,,,
ELC5206,,,,
ELC5216,,,,
ELC5251,,,,
ELC5252,,,,
ELC5255,,,,
ELC5270,,,,
EM1201,,,,
EM1202,,,,
EN1101E,3,9,0.25,-0.462511818
EN2202,1,1,0.5,-0.000417173
EN2203,1,0,1,0.973049343
EN2206,,,,
EN2207,,,,
EN2275,,,,
EN3220,,,,
EN3222,1,0,1,0.995120347
EN3224,1,0,1,0.998945415
EN3229,,,,
EN3241,,,,
EN3242,,,,
EN3243,,,,
EN3248,,,,
EN3249,,,,
EN3252,,,,
EN3253,,,,
EN3263,,,,
EN3264,1,0,1,0.998886168
EN3551,,,,
EN4232,1,0,1,0.992057383
EN4232HM,,,,
EN4234,,,,
EN4234HM,,,,
EN4244,,,,
EN4244HM,,,,
EN4249,,,,
EN4249HM,,,,
EN4251,,,,
EN4251HM,,,,
EN4252,,,,
EN4252HM,,,,
EN4261,,,,
EN4261HM,,,,
EN4267,,,,
EN4267HM,,,,
EN4268,,,,
EN4268HM,,,,
EN4401,,,,
EN4401HM,,,,
EN4660,,,,
EN4660HM,,,,
EN4880A,,,,
EN4880AHM,,,,
EN5235R,,,,
EN5238R,,,,
EN5242R,,,,
EN5244R,,,,
EN5247R,,,,
EN5253R,,,,
EN5660,,,,
EN5880AR,,,,
EN6660,,,,
EN6770,,,,
EN6880,,,,
EN6881,,,,
EN6882,,,,
ENC5149,,,,
ENC5150,,,,
ENC5151,,,,
ENC5235,,,,
ENC5238,,,,
ENC5242,,,,
ENC5244,,,,
ENC5247,,,,
ENC5253,,,,
ENC5660,,,,
ENC5880A,,,,
ENV1101,,,,
ENV2102,,,,
ENV2103,,,,
ENV2288,,,,
ENV2289,,,,
ENV2301,,,,
ENV2302,,,,
ENV3102,,,,
ENV3104,,,,
ENV3202A,,,,
ENV3206,,,,
ENV3288,,,,
ENV3288R,,,,
ENV3289,,,,
ENV3289R,,,,
ENV4101,0,1,0,-0.982529521
ES1000,,,,
ES1103,6,9,0.4,-0.211586622
ES2002,0,2,0,-0.993512303
ES2007D,1,1,0.5,-0.010418773
ES2631,2,4,0.333333333,-0.396590958
ES2660,13,27,0.325,-0.351321982
ES5000,,,,
ES5001A,0,1,0,-0.991140187
ESE2000,,,,
ESE2001,,,,
ESE2101,0,1,0,-0.999376118
ESE2102,0,1,0,-0.996169388
ESE3101,,,,
ESE3201,,,,
ESE3301,,,,
ESE3401,,,,
ESE4406,,,,
ESE4501,,,,
ESE4501R,,,,
ESE4502N,,,,
ESE4502R,,,,
ESE5001,,,,
ESE5001AB,,,,
ESE5003,,,,
ESE5004,,,,
ESE5203,,,,
ESE5205,,,,
ESE5301,,,,
ESE5401,,,,
ESE5404,,,,
ESE5405,,,,
ESE5607,,,,
ESE5666,,,,
ESE5880A,,,,
ESE5880C,,,,
ESE5901,,,,
ESE5999,,,,
ESE6003,,,,
ESE6301,,,,
ESE6999,,,,
ESP1111,,,,
ESP2106,,,,
ESP2107,,,,
ESP2110,0,1,0,-0.986765385
ESP2111,0,1,0,-0.976566434
ESP3201,,,,
ESP3903,,,,
ESP4401,,,,
ESP4901,,,,
ESP5402,,,,
ETP2271,,,,
ETP3201I,,,,
ETP3201L,,,,
ETP3201S,,,,
ETP3202E,,,,
ETP3202I,,,,
ETP3202L,,,,
ETP3202P,,,,
ETP3202S,,,,
ETP3203L,,,,
ETP3204S,,,,
ETP3205,,,,
ETP3211,,,,
ETP3321,,,,
ETP4212,,,,
ETP5201,,,,
ETP5301,,,,
ETP5311,,,,
ETP5331,,,,
ETP5341,,,,
EU3224,,,,
EU4401,,,,
EU4660,,,,
FAS1101,2,13,0.133333333,-0.750433958
FAS2551,,,,
FAS2551A,,,,
FAS2552,,,,
FAS2552A,,,,
FAS2553,,,,
FAS2553A,,,,
FAS2882A,,,,
FAS2882B,,,,
FAS2882C,,,,
FAS2882E,,,,
FAS2882G,,,,
FAS3550,0,1,0,-0.613695979
FAS3551,,,,
FDP2011,,,,
FDP2012,,,,
FDP2021,,,,
FDP2022,,,,
FE5101,,,,
FE5103,,,,
FE5105,,,,
FE5107,,,,
FE5108,,,,
FE5110,,,,
FE5111,,,,
FE5112,,,,
FE5116,,,,
FE5208,,,,
FE5209,,,,
FE5210,,,,
FE5212,,,,
FE5213,2,1,0.666666667,0.356367727
FE5214,,,,
FE5216,,,,
FE5221,,,,
FE5222,,,,
FE5223,,,,
FE5224,,,,
FE5225,,,,
FE5226,,,,
FE5227,,,,
FIN2704,2,1,0.666666667,0.327372511
FIN2704X,2,1,0.666666667,0.322875202
FIN3139,,,,
FIN3701A,0,1,0,-0.994181097
FIN3701B,1,2,0.333333333,-0.333184799
FIN3702A,2,2,0.5,-0.084122255
FIN3702B,0,2,0,-0.966994554
FIN3703A,1,2,0.333333333,-0.246581932
FIN3703B,,,,
FIN3711,,,,
FIN3712,,,,
FIN3713,0,1,0,-0.928364098
FIN3714,,,,
FIN3715,,,,
FIN3716,0,1,0,-0.999193609
FIN3717,,,,
FIN3719,0,2,0,-0.997275352
FIN3720,0,1,0,-0.941768944
FIN3721,,,,
FIN3751,,,,
FIN3761A,,,,
FIN4119,1,0,1,0.964529991
FIN4129,,,,
FIN4714,,,,
FIN4715,,,,
FIN4716,,,,
FIN4717,,,,
FIN4718,,,,
FIN4719,,,,
FIN4720,,,,
FIN4721,,,,
FIN4751,,,,
FIN4752,,,,
FIN4761A,,,,
FIN4761C,,,,
FIN4761D,,,,
FIN6004,,,,
FIN6005,,,,
FIN6006,,,,
FSC2101,1,1,0.5,0.000563949
FSC3101,,,,
FSC4201,,,,
FSC4202,,,,
FSC4206,,,,
FSC4207,,,,
FSC4208,,,,
FSC5101,,,,
FSC5199,,,,
FSC5201,,,,
FSC5202,,,,
FSC5203,,,,
FSC5204,,,,
FSC5205,,,,
FSP4003,0,2,0,-0.887628317
FST1101B,0,1,0,-0.946074426
FST2102B,0,1,0,-0.994253576
FST2106,,,,
FST2109,,,,
FST2110,,,,
FST2201,,,,
FST2204,,,,
FST2288,,,,
FST2288R,,,,
FST2289,,,,
FST2289R,,,,
FST2310,,,,
FST2313,,,,
FST3103,,,,
FST3107,,,,
FST3108,,,,
FST3109,,,,
FST3110,,,,
FST3111,,,,
FST3112,,,,
FST3202,,,,
FST3203,,,,
FST3204,,,,
FST3287,,,,
FST3288,,,,
FST3288R,,,,
FST3289,,,,
FST3310,,,,
FST3311,,,,
FST3312,,,,
FST4102,,,,
FST4103,,,,
FST4199,,,,
FST4202,,,,
FST4299,,,,
FST4310,,,,
FST5198,,,,
FST5199,,,,
FST5199A,,,,
FST5199B,,,,
FST5201,,,,
FST5202A,0,1,0,-0.999525785
FST5203A,,,,
FST5205A,,,,
FST5207,,,,
FST5301A,,,,
FST5302,,,,
FST5303A,,,,
FT5001,4,3,0.571428571,0.151022187
FT5002,0,2,0,-0.994982868
FT5003,,,,
FT5004,,,,
FT5005,,,,
FT5007,,,,
FT5008,,,,
FT5009,,,,
FT5010,,,,
FT5101,,,,
GE1101E,4,2,0.666666667,0.295506765
GE2101,,,,
GE2102,,,,
GE2103,0,2,0,-0.814958841
GE2215,1,3,0.25,-0.423349679
GE2231,,,,
GE3204,,,,
GE3216,0,1,0,-0.674833775
GE3230A,0,1,0,-0.920463502
GE3231,,,,
GE3236,,,,
GE3238,,,,
GE3240,,,,
GE3241,,,,
GE3247,,,,
GE3248,1,1,0.5,0.039643407
GE3249,,,,
GE3250,,,,
GE3252,,,,
GE3253,,,,
GE3254,1,0,1,0.99323082
GE3255,,,,
GE3256,,,,
GE3257,1,0,1,0.99484247
GE3259,,,,
GE3550A,,,,
GE3550B,,,,
GE3551,,,,
GE4202,,,,
GE4202HM,,,,
GE4204,,,,
GE4204HM,,,,
GE4211,1,0,1,0.878376603
GE4211HM,,,,
GE4213,,,,
GE4213HM,,,,
GE4214,1,0,1,0.995348036
GE4214HM,,,,
GE4217,,,,
GE4217HM,,,,
GE4219,,,,
GE4219HM,,,,
GE4220,,,,
GE4220HM,,,,
GE4221,,,,
GE4221HM,,,,
GE4222,0,1,0,-0.987147391
GE4222HM,,,,
GE4224,,,,
GE4224HM,,,,
GE4225,,,,
GE4225HM,,,,
GE4226,,,,
GE4226HM,,,,
GE4227,,,,
GE4227HM,,,,
GE4228,,,,
GE4228HM,,,,
GE4230,,,,
GE4230HM,,,,
GE4231,,,,
GE4231HM,,,,
GE4232,,,,
GE4232HM,,,,
GE4234,,,,
GE4234HM,,,,
GE4235,,,,
GE4235HM,,,,
GE4236,,,,
GE4236HM,,,,
GE4238,,,,
GE4238HM,,,,
GE4239,,,,
GE4239HM,,,,
GE4401,,,,
GE4401HM,,,,
GE4660,,,,
GE4660HM,,,,
GE5211,,,,
GE5217,,,,
GE5218,,,,
GE5219,,,,
GE5223,,,,
GE5225,,,,
GE5226,,,,
GE5227,,,,
GE5228,,,,
GE5660,,,,
GE6211,,,,
GE6224,,,,
GE6225,,,,
GE6226,,,,
GE6660,,,,
GE6770,,,,
GEA1000,5,30,0.142857143,-0.694133253
GEA1000N,0,1,0,-0.995949149
GEC1000,,,,
GEC1001,,,,
GEC1002,1,0,1,0.988534629
GEC1003,1,1,0.5,-0.010739923
GEC1004,0,1,0,-0.99767524
GEC1005,2,1,0.666666667,0.334930221
GEC1006,0,2,0,-0.999184012
GEC1007,1,3,0.25,-0.470298588
GEC1011,,,,
GEC1013,,,,
GEC1014,,,,
GEC1015,0,3,0,-0.976732771
GEC1016,0,1,0,-0.974032581
GEC1018,,,,
GEC1020,,,,
GEC1023,1,0,1,0.994279146
GEC1024,1,0,1,0.976868033
GEC1028,,,,
GEC1030,3,0,1,0.984550873
GEC1031,1,1,0.5,-0.004525483
GEC1032,1,0,1,0.98120141
GEC1033,,,,
GEC1034T,,,,
GEC1035,1,0,1,0.993306696
GEC1039,3,3,0.5,0.031959295
GEC1040,0,4,0,-0.99002929
GEC1040T,,,,
GEC1041,0,1,0,-0.946425438
GEC1042,,,,
GEC1044,0,3,0,-0.861762524
GEC1045,,,,
GEH1001,2,0,1,0.993829846
GEH1005,2,0,1,0.994355798
GEH1006,3,0,1,0.985343019
GEH1008,4,1,0.8,0.615259802
GEH1009,,,,
GEH1013,,,,
GEH1014,1,1,0.5,0.068262309
GEH1015,0,1,0,-0.992278218
GEH1016,,,,
GEH1018,,,,
GEH1022,0,2,0,-0.97969228
GEH1024,,,,
GEH1025T,,,,
