Module Code,Positive Comments,Negative Comments,Positive Sentiment Ratio,Aggregated Sentiment Score
GEH1043,1,1,0.5,-0.009573489
GEH1045,1,1,0.5,0.055084467
GEH1047,,,,
GEH1049,7,4,0.636363636,0.230422296
GEH1050,,,,
GEH1054,,,,
GEH1056,2,1,0.666666667,0.322949807
GEH1060,,,,
GEH1061,,,,
GEH1062,1,0,1,0.513905466
GEH1070,1,2,0.333333333,-0.338830928
GEH1074,2,1,0.666666667,0.398436944
GEH1077,,,,
GEH1079,2,0,1,0.828536689
GEI1000,0,2,0,-0.996161163
GEI1001,2,3,0.4,-0.198785877
GEI1002,,,,
GEN2000,0,1,0,-0.743937016
GEN2001,1,6,0.142857143,-0.709225007
GEN2002X,,,,
GEN2002Y,,,,
GEN2004,2,3,0.4,-0.228440678
GEN2050X,,,,
GEN2050Y,,,,
GEN2060X,,,,
GEN2060Y,,,,
GEN2061X,3,0,1,0.897500177
GEN2061Y,,,,
GEN2062X,,,,
GEN2062Y,,,,
GEN2070X,0,1,0,-0.989508629
GEN2070Y,0,2,0,-0.910324633
GES1000T,,,,
GES1002,2,4,0.333333333,-0.334584107
GES1002T,,,,
GES1003,3,4,0.428571429,-0.191050649
GES1004,2,5,0.285714286,-0.301517206
GES1005,1,4,0.2,-0.588887203
GES1006,6,0,1,0.999294917
GES1007,10,2,0.833333333,0.666766584
GES1008,1,0,1,0.997569978
GES1011,2,0,1,0.963361442
GES1012,0,1,0,-0.998640358
GES1013,,,,
GES1014,1,1,0.5,0.025167137
GES1015,,,,
GES1019,1,0,1,0.998567462
GES1020,0,2,0,-0.993020982
GES1021,1,4,0.2,-0.592275524
GES1023,1,0,1,0.804139256
GES1024,,,,
GES1026,1,0,1,0.993310332
GES1028,2,3,0.4,-0.200192022
GES1029,1,1,0.5,0.002594799
GES1030,,,,
GES1031,1,2,0.333333333,-0.21138823
GES1034,0,1,0,-0.828368545
GES1035,2,3,0.4,-0.207855427
GES1037,,,,
GES1037T,,,,
GES1038,1,4,0.2,-0.646046698
GES1039,0,1,0,-0.998916984
GES1041,1,4,0.2,-0.525005901
GESS1000,0,2,0,-0.975043774
GESS1000T,,,,
GESS1001,0,2,0,-0.987306803
GESS1002,,,,
GESS1003,,,,
GESS1004,,,,
GESS1005,0,2,0,-0.98408857
GESS1006,1,0,1,0.956529438
GESS1009,1,0,1,0.993945062
GESS1010,,,,
GESS1011,,,,
GESS1012,0,2,0,-0.972755462
GESS1013,,,,
GESS1014,1,1,0.5,-0.023824245
GESS1015,1,0,1,0.80457449
GESS1016,0,1,0,-0.999777019
GESS1017,,,,
GESS1018,,,,
GESS1019,0,1,0,-0.941430926
GESS1020,2,2,0.5,0.004753515
GESS1021,,,,
GESS1022,1,0,1,0.953090608
GESS1024,,,,
GESS1025,0,6,0,-0.978215357
GESS1026T,0,1,0,-0.856105566
GESS1027,,,,
GESS1028,,,,
GESS1029,1,1,0.5,-0.009534955
GESS1035,,,,
GESS1036,0,1,0,-0.99760133
GESS1036T,,,,
GESS1037,1,1,0.5,-0.000800282
GET1002,0,4,0,-0.999435529
GET1003,0,1,0,-0.972974658
GET1008,2,5,0.285714286,-0.416783563
GET1009,,,,
GET1016T,,,,
GET1019,,,,
GET1020,8,1,0.888888889,0.767291281
GET1020T,,,,
GET1022,1,0,1,0.998853922
GET1022T,,,,
GET1023,0,1,0,-0.993524551
GET1025,3,3,0.5,-0.076102128
GET1026,0,3,0,-0.9648271
GET1028,4,3,0.571428571,0.085149578
GET1029,5,2,0.714285714,0.47363449
GET1030,1,2,0.333333333,-0.453398307
GET1031,3,2,0.6,0.193168724
GET1039,2,1,0.666666667,0.331650356
GET1040,,,,
GET1041,,,,
GET1044,0,1,0,-0.990239739
GET1046,,,,
GET1050,7,6,0.538461538,0.099876546
GEX1000,,,,
GEX1000T,,,,
GEX1001,,,,
GEX1004,1,0,1,0.999227166
GEX1005,0,2,0,-0.91511327
GEX1007,3,2,0.6,0.141454005
GEX1007T,,,,
GEX1009,,,,
GEX1009T,,,,
GEX1010,,,,
GEX1011,,,,
GEX1012,0,4,0,-0.900828257
GEX1014,0,1,0,-0.996798754
GEX1015,5,2,0.714285714,0.421801984
GEX1021,,,,
GEX1022,1,0,1,0.998478591
GEX1023,,,,
GEX1024T,0,1,0,-0.971986711
GEX1026,,,,
GEX1031,,,,
GL1101E,2,1,0.666666667,0.205207268
GL2101,0,4,0,-0.990293548
GL2102,1,2,0.333333333,-0.330796401
GL2103,1,3,0.25,-0.497316331
GL2104,,,,
GL3201,0,1,0,-0.996722639
GL3203,,,,
GL3550,,,,
GL3551,,,,
GL4101,,,,
GL4101HM,,,,
GL4102,,,,
GL4102HM,,,,
GL4401,,,,
GL4401HM,,,,
GL4660,,,,
GL4660HM,,,,
GL4881A,,,,
GL4881AHM,,,,
GL4882B,,,,
GL4882BHM,,,,
GL4882D,,,,
GL4882DHM,,,,
GL4883A,,,,
GL4883AHM,,,,
GL4883B,,,,
GL4883BHM,,,,
GL4883C,,,,
GL4883CHM,,,,
GL4884A,,,,
GL4884AHM,,,,
GL4884B,,,,
GL4884BHM,,,,
GL4885B,,,,
GL4885BHM,,,,
GL4886B,,,,
GL4886BHM,,,,
GMS1000,,,,
GMS5003,,,,
GMS5005,,,,
GMS5106,,,,
GMS5114,,,,
GMS5116,,,,
GMS5148,,,,
GMS5149,,,,
GMS5151,,,,
GMS5191,,,,
GMS5201,,,,
GMS5202,,,,
GMS5203,,,,
GMS5204,,,,
GMS5221,,,,
GMS5222,,,,
GMS5301,,,,
GMS5302,,,,
GMS5311,,,,
GMS5312,,,,
GMS5313,,,,
GMS5314,,,,
GMS5315,,,,
GMS5401,,,,
GMS5402,,,,
GMS5403,,,,
GMS5404,,,,
GMS5501,,,,
GMS5502,,,,
GMS5503,,,,
GMS5504,,,,
GMS5701,,,,
GMS5702,,,,
GMS5703,,,,
GMS5704,,,,
GMS5721,,,,
GMS5801,,,,
GMS5802,,,,
GMS5803,,,,
GMS5804,,,,
GMS5805,,,,
GMS5806,,,,
GMS5849,,,,
GMS5900,,,,
GMS6399D,,,,
GMS6800,,,,
GMS6801,,,,
GMS6802,,,,
GMS6803,,,,
GMS6804,,,,
GMS6810,,,,
GMS6811,,,,
GMS6812,,,,
GMS6813,,,,
GMS6820,,,,
GMS6821,,,,
GMS6850,,,,
GMS6891,,,,
GMS6892,,,,
GMS6895,,,,
GMS6900,,,,
GMS6901,,,,
GMS6902,,,,
GMS6903,,,,
GMS6904,,,,
GMS6906,,,,
GMS6907,,,,
GMS6920,,,,
GMS6921,,,,
GMS6950,,,,
GMS6951,,,,
GMS6961,,,,
GMS6991,,,,
GMS6992,,,,
GS5002,,,,
GS5101,,,,
GS6001,,,,
GS6883A,,,,
GS6883B,,,,
GS6889B,,,,
GS6889C,,,,
GSS6886,,,,
HI5101,,,,
HI5102,,,,
HI5103,,,,
HI5104,,,,
HLE5101,,,,
HLE5102,,,,
HM5102,,,,
HM5103,,,,
HM5104,,,,
HM5105,,,,
HM5106,,,,
HM5107,,,,
HS1401A,0,2,0,-0.982291073
HS1401S,,,,
HS1402A,0,1,0,-0.998181224
HS1402S,,,,
HS1403A,0,1,0,-0.993680239
HS1403S,,,,
HS1501,3,14,0.176470588,-0.597451038
HS1502,1,4,0.2,-0.599944651
HS2301,0,1,0,-0.987528563
HS2902,0,2,0,-0.997243941
HS2903,2,1,0.666666667,0.305269162
HS2904,,,,
HS2905,,,,
HS2906,1,1,0.5,-0.240295917
HS2907,2,0,1,0.847869277
HS2908,,,,
HS2909,0,1,0,-0.988809288
HS2911,,,,
HS2912,2,2,0.5,-0.021628261
HS2913,,,,
HS2914,0,6,0,-0.911330183
HS2915,1,6,0.142857143,-0.701840358
HS2916,1,1,0.5,-0.001011878
HS2919,1,0,1,0.893787503
HSA1000,5,19,0.208333333,-0.570102841
HSH1000,5,20,0.2,-0.598934822
HSI1000,9,11,0.45,-0.116746283
HSI2001,0,1,0,-0.984021366
HSI2002,,,,
HSI2003,,,,
HSI2004,1,3,0.25,-0.496478066
HSI2005,2,0,1,0.916371197
HSI2007,0,6,0,-0.881312549
HSI2008,0,3,0,-0.993828038
HSI2009,0,1,0,-0.986322165
HSI2010,0,4,0,-0.996730492
HSI2011,7,6,0.538461538,0.042527295
HSI2012,,,,
HSI2013,5,13,0.277777778,-0.44416971
HSI2014,1,3,0.25,-0.463994429
HSI2015,,,,
HSI2016,,,,
HSS1000,6,22,0.214285714,-0.536835019
HY1101E,2,5,0.285714286,-0.423266292
HY2207,1,1,0.5,-0.017057508
HY2232,0,1,0,-0.993521273
HY2237,0,1,0,-0.966917634
HY2247,,,,
HY2249,1,0,1,0.994337738
HY2250,,,,
HY2251,,,,
HY2252,,,,
HY2253,,,,
HY2259,,,,
HY2263,0,1,0,-0.968040466
HY2264,,,,
HY2265,,,,
HY3214,,,,
HY3226,,,,
HY3236,6,0,1,0.998478045
HY3247,,,,
HY3248,,,,
HY3250,,,,
HY3254,,,,
HY3257,,,,
HY3265,,,,
HY3551,,,,
HY4207,,,,
HY4207HM,,,,
HY4210,,,,
HY4210HM,,,,
HY4211,,,,
HY4211HM,,,,
HY4214,,,,
HY4214HM,,,,
HY4215,,,,
HY4215HM,,,,
HY4217,,,,
HY4217HM,,,,
HY4218,,,,
HY4218HM,,,,
HY4222,,,,
HY4222HM,,,,
HY4223,,,,
HY4223HM,,,,
HY4225,,,,
HY4225HM,,,,
HY4229,,,,
HY4229HM,,,,
HY4230,,,,
HY4230HM,,,,
HY4231,,,,
HY4231HM,,,,
HY4235,,,,
HY4235HM,,,,
HY4236,,,,
HY4236HM,,,,
HY4238,,,,
HY4238HM,,,,
HY4401,,,,
HY4401HM,,,,
HY4660,,,,
HY4660HM,,,,
HY5207,,,,
HY5210,,,,
HY5210R,,,,
HY5303,,,,
HY5305,,,,
HY5401,,,,
HY5401R,,,,
HY5402,,,,
HY5403,,,,
HY5405,,,,
HY5406,,,,
HY5407,,,,
HY5410,,,,
HY5411,,,,
HY5412,,,,
HY5414,,,,
HY5415,,,,
HY5416,,,,
HY5417,,,,
HY5418,,,,
HY5660,,,,
HY6101,,,,
HY6660,,,,
HY6770,,,,
ID1114,,,,
ID1115,,,,
ID1116,,,,
ID1117,,,,
ID1118,,,,
ID1119,,,,
ID1121,,,,
ID1223,,,,
ID1300,,,,
ID2041,,,,
ID2042,,,,
ID2106,,,,
ID2107,,,,
ID2108,,,,
ID2109,,,,
ID2110,,,,
ID2114,,,,
ID2115,0,1,0,-0.994903684
ID2116,,,,
ID2117,1,1,0.5,0.07201305
ID2118,,,,
ID2119,0,1,0,-0.998414874
ID2122,,,,
ID2322,,,,
ID3041,,,,
ID3105,,,,
ID3106,,,,
ID3107,,,,
ID3108,,,,
ID3109,,,,
ID3110,,,,
ID3124,,,,
ID3125,,,,
ID3126,,,,
ID3128,,,,
ID3129,,,,
ID3130,,,,
ID4105,,,,
ID4106,,,,
ID4107,,,,
ID4108,,,,
ID4109,,,,
ID4121,,,,
ID4122,,,,
ID5021,,,,
ID5151,,,,
ID5351,,,,
ID5354,,,,
ID5355,,,,
ID5770,,,,
ID5951,,,,
ID5951A,,,,
ID5951B,,,,
ID5951C,,,,
ID5951D,,,,
ID5951E,,,,
ID6770,,,,
IE1111R,0,1,0,-0.993223786
IE2100,3,2,0.6,0.2879825
IE2110,3,6,0.333333333,-0.346991705
IE2111,0,1,0,-0.997933507
IE2141,5,16,0.238095238,-0.522207101
IE3100R,,,,
IE3101,2,4,0.333333333,-0.374222994
IE3102,,,,
IE3102A,,,,
IE3105,,,,
IE3110R,,,,
IE3120,1,1,0.5,-0.003061652
IE4100R,,,,
IE4102,,,,
IE4210,1,1,0.5,-0.023002982
IE4211,0,2,0,-0.997277349
IE4213,,,,
IE4214,,,,
IE4215,,,,
IE4220,,,,
IE4240,0,1,0,-0.967069983
IE4242,,,,
IE4243,,,,
IE4246,0,1,0,-0.994454205
IE4248,,,,
IE4299,,,,
IE5001,,,,
IE5002,,,,
IE5003,,,,
IE5004,,,,
IE5005,,,,
IE5006,,,,
IE5105,,,,
IE5107,,,,
IE5108,,,,
IE5121,,,,
IE5123,,,,
IE5202,,,,
IE5203,,,,
IE5205,,,,
IE5206,,,,
IE5207,,,,
IE5208,1,0,1,0.999378443
IE5209,,,,
IE5221,,,,
IE5231,,,,
IE5301,,,,
IE5401,,,,
IE5405,,,,
IE5600,,,,
IE5602,,,,
IE5603,,,,
IE5666,,,,
IE5766,,,,
IE5866,,,,
IE5881,,,,
IE5903,,,,
IE5904A,,,,
IE5904B,,,,
IE5905,,,,
IE5906A,,,,
IE5906B,,,,
IE5907,,,,
IE5908A,,,,
IE5908B,,,,
IE5909A,,,,
IE5909B,,,,
IE5999,,,,
IE6001,,,,
IE6002,,,,
IE6505,,,,
IE6520,1,0,1,0.903198421
IE6999,,,,
IFS2200,,,,
IFS4101,0,3,0,-0.974248032
IFS4102,1,2,0.333333333,-0.285105189
IFS4103,0,1,0,-0.998124897
IFS4205,,,,
IGL3550,,,,
IND5001,1,1,0.5,0.000774115
IND5002,0,1,0,-0.971175492
IND5003,1,1,0.5,0.003204226
IND5004,,,,
IND5005,,,,
IND5005A,0,1,0,-0.97218138
IND5005B,,,,
IND5021,,,,
IND5022,,,,
IND5024,,,,
INT2101,,,,
INT3201,,,,
INT3202,,,,
INT3204,,,,
IPM1102,,,,
IPM1103,,,,
IPM2101,,,,
IPM2102,,,,
IPM2103,,,,
IPM2104,,,,
IPM3101,,,,
IPM3102,,,,
IPM4101,,,,
IPM4101T,,,,
IPM4102,,,,
IPM4103,,,,
IPM4201,,,,
IPS3550,,,,
IS1108,4,23,0.148148148,-0.723942196
IS1128,3,1,0.75,0.467826948
IS2101,1,7,0.125,-0.732968785
IS2102,,,,
IS2103,2,0,1,0.78570199
IS2218,3,6,0.333333333,-0.35148859
IS2238,5,12,0.294117647,-0.451536992
IS3103,0,2,0,-0.963301092
IS3106,1,1,0.5,-0.008294225
IS3107,1,1,0.5,0.001066744
IS3150,,,,
IS3221,,,,
IS3240,0,1,0,-0.991927624
IS3251,1,2,0.333333333,-0.314200501
IS4010,0,1,0,-0.955263555
IS4100,0,2,0,-0.99242723
IS4103,0,2,0,-0.995649844
IS4151,0,2,0,-0.890189439
IS4226,,,,
IS4228,0,1,0,-0.888886452
IS4231,0,1,0,-0.500531495
IS4233,,,,
IS4234,0,1,0,-0.997951329
IS4236,,,,
IS4238,,,,
IS4241,1,0,1,0.950269639
IS4242,0,1,0,-0.994351983
IS4243,0,1,0,-0.527428091
IS4246,,,,
IS4250,1,1,0.5,-0.057001382
IS4262,,,,
IS4301,0,4,0,-0.966963947
IS4302,3,7,0.3,-0.422339875
IS4303,,,,
IS5002,,,,
IS5003,,,,
IS5004,0,1,0,-0.999483705
IS5005,,,,
IS5006,,,,
IS5007,,,,
IS5008,,,,
IS5009,,,,
IS5116,,,,
IS5117,1,0,1,0.999801815
IS5126,,,,
IS5128,,,,
IS5151,0,1,0,-0.999593318
IS5152,0,1,0,-0.998247147
IS5451,,,,
IS6000,,,,
IS6001,,,,
IS6002,,,,
IS6003,,,,
IS6004,,,,
IS6006,,,,
ISC3550,,,,
ISD5101,,,,
ISD5102,,,,
ISD5103,,,,
ISD5104,,,,
ISD5105,,,,
ISD5106,,,,
ISD5107,,,,
ISE3550,,,,
ISY5001,0,1,0,-0.955400765
ISY5001G,,,,
ISY5002,,,,
ISY5002G,,,,
ISY5003,,,,
ISY5003G,,,,
ISY5004,,,,
ISY5004G,,,,
ISY5005,,,,
ISY5005G,,,,
ISY5007,,,,
IT1244,8,19,0.296296296,-0.390456489
IT2002,1,4,0.2,-0.515052569
IT2900,3,1,0.75,0.389116317
IT3010,0,6,0,-0.958690256
IT5001,1,5,0.166666667,-0.600858082
IT5002,3,4,0.428571429,-0.267936494
IT5003,1,2,0.333333333,-0.296790858
IT5004,2,1,0.666666667,0.326372584
IT5005,1,0,1,0.995969534
IT5006,0,3,0,-0.980997622
IT5007,1,2,0.333333333,-0.46449101
IT5100B,0,1,0,-0.998940766
IT5100C,,,,
IT5100D,0,1,0,-0.769172966
IT5100E,1,0,1,0.962866306
IT5100F,,,,
IT5503,,,,
JS1101E,7,7,0.5,-0.008280494
JS2101,,,,
JS2203,2,1,0.666666667,0.324595749
JS2213,,,,
JS2230,0,1,0,-0.99818027
JS2233,1,1,0.5,-0.007164001
JS2234,2,0,1,0.764696956
JS2880A,,,,
JS3101,,,,
JS3213,,,,
JS3214,,,,
JS3217,,,,
JS3223,,,,
JS3229,,,,
JS3230,,,,
JS3551,,,,
JS4207,,,,
JS4207HM,,,,
JS4213,,,,
JS4213HM,,,,
JS4216,,,,
JS4216HM,,,,
JS4217,,,,
JS4217HM,,,,
JS4225,,,,
JS4225HM,,,,
JS4227,,,,
JS4227HM,,,,
JS4229,,,,
JS4229HM,,,,
JS4230,,,,
JS4230HM,,,,
JS4233,,,,
JS4233HM,,,,
JS4401,,,,
JS4401HM,,,,
JS5203,,,,
JS5660,,,,
JS6202,,,,
JS6770,,,,
LA4701,,,,
LA4702,,,,
LA5211,,,,
LA5222,,,,
LA5302,,,,
LA5303,,,,
LA5500,,,,
LA5511,,,,
LA5702,,,,
LA5742,,,,
LA5742A,,,,
LA5901,,,,
LAB1201,1,3,0.25,-0.423717722
LAB2201,2,1,0.666666667,0.316480339
LAB3201,,,,
LAB3202,1,0,1,0.992670178
LAB4201,,,,
LAB4201HM,,,,
LAB4202,,,,
LAB4202HM,,,,
LAC1201,2,0,1,0.770098358
LAC2201,1,0,1,0.999810874
LAC2202,,,,
LAC3201,,,,
LAC3202,,,,
LAC3204,1,2,0.333333333,-0.373526911
LAC4201,,,,
LAC4201HM,,,,
LAC4202,,,,
LAC4202HM,,,,
LAD1001,,,,
LAD1003,,,,
LAD1004,,,,
LAD1005,,,,
LAD2003,,,,
LAD2004,,,,
LAD2005,,,,
LAD2006,,,,
LAD2007,,,,
LAD3001,,,,
LAD3002,,,,
LAD3005,,,,
LAD3006,,,,
LAD4003,,,,
LAD4004,,,,
LAD4005,,,,
LAD4006,,,,
LAD4007,,,,
LAD4008,,,,
LAD4010,,,,
LAD4012,,,,
LAF1201,1,2,0.333333333,-0.250607411
LAF2201,,,,
LAF3201,0,1,0,-0.647184849
LAF3202,1,1,0.5,0.014927298
LAF4201,,,,
LAF4201HM,,,,
LAF4202,,,,
LAF4202HM,,,,
LAF4203,,,,
LAF4203HM,,,,
LAF4204,,,,
LAF4204HM,,,,
LAG1201,6,4,0.6,0.205286312
LAG2201,3,3,0.5,0.041926732
LAG3201,0,1,0,-0.998163164
LAG3202,,,,
LAG4201,,,,
LAG4201HM,,,,
LAG4202,,,,
LAG4202HM,,,,
LAH1201,2,0,1,0.997009903
LAH2201,1,0,1,0.750025809
LAH3201,,,,
LAH3202,,,,
LAH4202,,,,
LAH4202HM,,,,
LAJ1201,7,8,0.466666667,-0.101975274
LAJ2201,5,9,0.357142857,-0.275340962
LAJ2202,2,4,0.333333333,-0.279169291
LAJ2203,1,2,0.333333333,-0.384988109
LAJ3201,0,1,0,-0.999359429
LAJ3202,1,0,1,0.905884206
LAJ3204,,,,
LAJ4203,,,,
LAJ4203HM,,,,
LAK1201,1,9,0.1,-0.770013392
LAK2201,1,2,0.333333333,-0.324789842
LAK3201,0,5,0,-0.986790252
LAK3202,0,3,0,-0.994406402
LAK4201,0,2,0,-0.967827201
LAK4201HM,,,,
LAK4202,0,1,0,-0.997435749
LAK4202HM,,,,
LAK4203,,,,
LAK4203HM,,,,
LAK4204,,,,
LAK4204HM,,,,
LAL1201,2,0,1,0.99786225
LAL2201,,,,
LAM1201,0,5,0,-0.960454929
LAM2201,,,,
LAM3201,,,,
LAM3202,,,,
LAR1201,1,1,0.5,-0.190957189
LAR2201,,,,
LAR3201,,,,
LAR3202,,,,
LAR4201,,,,
LAR4201HM,,,,
LAR4202,,,,
LAR4202HM,,,,
LAS1201,3,0,1,0.996809363
LAS2201,1,0,1,0.999391556
LAS3201,,,,
LAS3202,2,0,1,0.998729914
LAS4201,1,1,0.5,-0.009786546
LAS4201HM,,,,
LAS4202,,,,
LAS4202HM,,,,
LAS4203,1,0,1,0.912458241
LAS4203HM,,,,
LAS4204,0,1,0,-0.994419038
LAS4204HM,,,,
LAT1201,1,1,0.5,0.034864932
LAT2201,0,1,0,-0.982361972
LAT3201,,,,
LAT3202,,,,
LAT4201,,,,
LAT4201HM,,,,
LAT4202,,,,
LAT4202HM,,,,
LAT4203,1,0,1,0.998746872
LAT4203HM,,,,
LAT4204,,,,
LAT4204HM,,,,
LAV1201,,,,
LAV2201,,,,
LAV3201,,,,
LAV4201,,,,
LAV4201HM,,,,
LAV4202,,,,
LAV4202HM,,,,
LC1001A,,,,
LC1001B,,,,
LC1001D,,,,
LC1001E,,,,
LC1001H,,,,
LC1002A,,,,
LC1002B,,,,
LC1002C,,,,
LC1002D,,,,
LC1002E,,,,
LC1002F,,,,
LC1002G,,,,
LC1002H,,,,
LC1002I,,,,
LC1002J,,,,
LC1003,,,,
LC1004,,,,
LC1016,,,,
LC1025,,,,
LC2004,,,,
LC2006A,,,,
LC2006B,,,,
LC2006D,,,,
LC2006E,,,,
LC2006F,,,,
LC2006G,,,,
LC2007,0,1,0,-0.943123817
LC2008A,,,,
LC2008B,,,,
LC2008C,,,,
LC2008D,,,,
LC2008F,,,,
LC2008G,,,,
LC2008H,,,,
LC2009,,,,
LC2010A,,,,
LC2010B,,,,
LC2010C,,,,
LC2010D,,,,
LC2010E,,,,
LC2010F,,,,
LC2010G,,,,
LC2010H,,,,
LC2012,,,,
LC2013,,,,
LC3001A,,,,
LC5010A,,,,
LC5029,,,,
LC5035,,,,
LC5050V,,,,
LC5070V,,,,
LC5074,,,,
LC5089,,,,
LC5093,,,,
LC5115,,,,
LC5118,,,,
LC5186,,,,
LC5204AV,,,,
LC5204BV,,,,
LC5225,,,,
LC5230,,,,
LC5232,,,,
LC5262AV,,,,
LC5264,,,,
LC5265,,,,
LC5285V,,,,
LC5336,,,,
LC5337,,,,
LC5337S,,,,
LC5405A,,,,
LC6009GRSII,,,,
LC6378,,,,
LCC5390,,,,
LCC5391,,,,
LCC5392,,,,
LCC5466,,,,
LCC5467,,,,
LCC5468,,,,
LCC5469,,,,
LCC5470,,,,
LCD5204AV,,,,
LCD5204BV,,,,
LCJ5001,,,,
LCJ5002,,,,
LCJ5003,,,,
LCJ5004,,,,
LCJ5006,,,,
LCJ5007,,,,
LCJ5008,,,,
LCJ5009,,,,
LCJ5010,,,,
LCJ5011,,,,
LCJ5012,,,,
LCJ5013,,,,
LCJ5014,,,,
LCJ5015,,,,
LCJ5016,,,,
LCJ5025,,,,
LI5001,,,,
LI5101,,,,
LI5201,,,,
LI5202,,,,
LI5203,,,,
LI5204,,,,
LL4002V,,,,
LL4004V,,,,
LL4007,,,,
LL4008AV,,,,
LL4008BV,,,,
LL4009V,,,,
LL4011V,,,,
LL4019V,,,,
LL4021V,,,,
LL4024V,,,,
LL4029AV,,,,
LL4029BV,,,,
LL4029V,,,,
LL4031V,,,,
LL4032,,,,
LL4033V,,,,
LL4034V,,,,
LL4043,,,,
LL4044V,,,,
LL4045V,,,,
LL4050V,,,,
LL4056BV,,,,
LL4063V,,,,
LL4064V,,,,
LL4070V,,,,
LL4074V,,,,
LL4089V,,,,
LL4094AV,,,,
LL4094BV,,,,
LL4094CV,,,,
LL4094DV,,,,
LL4094EV,,,,
LL4094FV,,,,
LL4094GV,,,,
LL4094V,,,,
LL4097V,,,,
LL4099,,,,
LL4100,,,,
LL4102V,,,,
LL4104V,,,,
LL4109V,,,,
LL4133V,,,,
LL4140V,0,1,0,-0.880931616
LL4177V,,,,
LL4188V,,,,
LL4203,,,,
LL4203A,,,,
LL4203B,,,,
LL4203C,,,,
LL4208V,,,,
LL4213V,0,1,0,-0.895295501
LL4214,,,,
LL4237V,,,,
LL4243V,,,,
LL4244V,,,,
LL4251V,,,,
LL4276,,,,
LL4283V,,,,
LL4285V,,,,
LL4287V,,,,
LL4290V,,,,
LL4292V,,,,
LL4295,,,,
LL4303V,,,,
LL4308V,,,,
LL4309V,,,,
LL4318V,,,,
LL4319V,,,,
LL4322,,,,
LL4327V,,,,
LL4335V,,,,
LL4338V,,,,
LL4339,,,,
LL4342V,,,,
LL4344,,,,
LL4349V,,,,
LL4350V,,,,
LL4356V,,,,
LL4357V,,,,
LL4359Z,,,,
LL4360Z,,,,
LL4361Z,,,,
LL4364V,,,,
LL4367V,,,,
LL4375,,,,
LL4377V,,,,
LL4383Z,,,,
LL4387,,,,
LL4393V,,,,
LL4396,,,,
LL4397,,,,
LL4398,,,,
LL4405A,,,,
LL4407,,,,
LL4412,,,,
LL4433V,,,,
LL4434V,,,,
LL4436V,,,,
LL4437V,,,,
LL4438V,,,,
LL4450V,,,,
LL4452V,,,,
LL4453V,,,,
LL4454V,,,,
LL4460,,,,
LL4461V,,,,
LL4463V,,,,
LL4475V,,,,
LL4481,,,,
LL4486,,,,
LL4487,,,,
LL4488,,,,
LL4489V,,,,
LL4491V,,,,
LL4492V,,,,
LL4493,,,,
LL4494V,,,,
LL4496V,,,,
LL4499,,,,
LL4500,,,,
LL4501,,,,
LL4502,,,,
LL4504,,,,
LL4505,,,,
LL4506,,,,
LL4507,,,,
LL4508,,,,
LL4509,,,,
LL5002V,,,,
LL5004V,,,,
LL5007,,,,
LL5008AV,,,,
LL5008BV,,,,
LL5009V,,,,
LL5011V,,,,
LL5019V,,,,
LL5021V,,,,
LL5024V,,,,
LL5029BV,,,,
LL5029V,,,,
LL5031V,,,,
LL5032,,,,
LL5033V,,,,
LL5034V,,,,
LL5043,,,,
LL5044V,,,,
LL5045V,,,,
LL5050V,,,,
LL5055,,,,
LL5056BV,,,,
LL5063V,,,,
LL5064V,,,,
LL5070V,,,,
LL5074V,,,,
LL5089V,,,,
LL5097V,,,,
LL5099,,,,
LL5100,,,,
LL5102V,,,,
LL5104V,,,,
LL5109V,,,,
LL5133V,,,,
LL5140,,,,
LL5140V,,,,
LL5177V,,,,
LL5188V,,,,
LL5203,,,,
LL5203A,,,,
LL5203B,,,,
LL5203C,,,,
LL5208V,,,,
LL5213V,,,,
LL5214,,,,
LL5237V,,,,
LL5242S,,,,
LL5243V,,,,
LL5244V,,,,
LL5251V,,,,
LL5276,,,,
LL5283V,,,,
LL5285V,,,,
LL5287V,,,,
LL5290V,,,,
LL5292V,,,,
LL5293S,,,,
LL5294S,,,,
LL5295,,,,
LL5303V,,,,
LL5308V,,,,
LL5309V,,,,
LL5314S,,,,
LL5315S,,,,
LL5318V,,,,
LL5319V,,,,
LL5322,,,,
LL5335V,,,,
LL5338V,,,,
LL5327V,,,,
LL5339,,,,
LL5342V,,,,
LL5344,,,,
LL5349V,,,,
LL5350V,,,,
LL5356V,,,,
LL5357V,,,,
LL5359Z,,,,
LL5360Z,,,,
LL5361Z,,,,
LL5364V,,,,
LL5375,,,,
LL5380S,,,,
LL5383Z,,,,
LL5387,,,,
LL5393V,,,,
LL5396,,,,
LL5396V,,,,
LL5397,,,,
LL5397V,,,,
LL5398,,,,
LL5405A,,,,
LL5407,,,,
LL5412,,,,
LL5433V,,,,
LL5434V,,,,
LL5436V,,,,
LL5437V,,,,
LL5438V,,,,
LL5439S,,,,
LL5445S,,,,
LL5450V,,,,
LL5452V,,,,
LL5453V,,,,
LL5454S,,,,
LL5454V,,,,
LL5459X,,,,
LL5460,,,,
LL5461V,,,,
LL5463V,,,,
LL5475V,,,,
LL5481,,,,
LL5484X,,,,
LL5485X,,,,
LL5486,,,,
LL5487,,,,
LL5488,,,,
LL5489V,,,,
LL5491V,,,,
LL5492V,,,,
LL5493,,,,
LL5494V,,,,
LL5496V,,,,
