Module Code,Workload
EL4216,10
EL4216HM,12
EL4222,10
EL4222HM,12
EL4252,10
EL4252HM,12
EL4253,10
EL4253HM,12
EL4258,10
EL4258HM,12
EL4401,20
EL4401HM,37
EL4660,10
EL4660HM,12
EL4880D,10
EL4880DHM,12
EL4880F,10
EL4880FHM,12
EL5102,10
EL5102R,10
EL5103,10
EL5103R,10
EL5204R,10
EL5206R,10
EL5216R,10
EL5251R,10
EL5252R,10
EL5255R,10
EL5270R,10
EL5660,10
EL5661,10
EL6660,10
EL6770,10
EL6880,10
EL6881,10
EL6882,10
EL6884,10
ELC5104,10
ELC5204,10
ELC5206,10
ELC5216,10
ELC5251,10
ELC5252,10
ELC5255,10
ELC5270,10
EM1201,10
EM1202,10
EN1101E,10
EN2202,10
EN2203,10
EN2206,10
EN2207,10
EN2275,10
EN3220,10
EN3222,10
EN3224,10
EN3229,10
EN3241,10
EN3242,10
EN3243,10
EN3248,10
EN3249,10
EN3252,10
EN3253,10
EN3263,10
EN3264,10
EN3551,10
EN4232,10
EN4232HM,12
EN4234,10
EN4234HM,12
EN4244,10
EN4244HM,12
EN4249,10
EN4249HM,12
EN4251,10
EN4251HM,12
EN4252,10
EN4252HM,12
EN4261,10
EN4261HM,12
EN4267,10
EN4267HM,12
EN4268,10
EN4268HM,12
EN4401,20
EN4401HM,37
EN4660,10
EN4660HM,12
EN4880A,10
EN4880AHM,12
EN5235R,10
EN5238R,10
EN5242R,10
EN5244R,10
EN5247R,10
EN5253R,10
EN5660,10
EN5880AR,10
EN6660,10
EN6770,10
EN6880,10
EN6881,10
EN6882,10
ENC5149,10
ENC5150,10
ENC5151,10
ENC5235,10
ENC5238,10
ENC5242,10
ENC5244,10
ENC5247,10
ENC5253,10
ENC5660,10
ENC5880A,10
ENV1101,10
ENV2102,10
ENV2103,10
ENV2288,10
ENV2289,10
ENV2301,10
ENV2302,10
ENV3102,10
ENV3104,10
ENV3202A,41
ENV3206,10
ENV3288,10
ENV3288R,10
ENV3289,10
ENV3289R,10
ENV4101,10
ES1000,10
ES1103,10
ES2002,10
ES2007D,10
ES2631,9
ES2660,10
ES5000,8
ES5001A,10
ESE2000,10
ESE2001,9
ESE2101,4
ESE2102,10
ESE3101,10
ESE3201,9
ESE3301,10
ESE3401,9
ESE4406,7
ESE4501,10
ESE4501R,10
ESE4502N,10
ESE4502R,20
ESE5001,10
ESE5001AB,10
ESE5003,10
ESE5004,10
ESE5203,10
ESE5301,10
ESE5401,10
ESE5404,10
ESE5405,10
ESE5607,10
ESE5666,10
ESE5880A,10
ESE5880C,9
ESE5901,10
ESE6003,10
ESE6301,10
ESP2106,10
ESP2107,10
ESP2110,10
ESP2111,10
ESP3201,10
ESP3903,10
ESP4401,10
ESP4901,10
ESP5402,10
ETP2271,9
ETP3201I,42
ETP3201L,42
ETP3201S,42
ETP3202E,20
ETP3202I,20
ETP3202L,20
ETP3202P,20
ETP3202S,20
ETP3203L,20
ETP3204S,10
ETP3205,42
ETP3211,10
ETP3321,65
ETP4212,10
ETP5201,30
ETP5301,20
ETP5311,30
ETP5331,10
ETP5341,10
EU2214,10
EU3224,10
EU3227,10
EU4401,37
EU4660,10
FAS1101,10
FAS2551,24
FAS2551A,24
FAS2552,30
FAS2552A,30
FAS2553,40
FAS2553A,40
FAS2882A,10
FAS2882B,10
FAS2882C,10
FAS2882E,10
FAS2882G,10
FAS3550,5
FAS3551,5
FDP2011,10
FDP2012,10
FDP2021,10
FDP2022,10
FE5101,12
FE5103,12
FE5105,12
FE5107,12
FE5108,12
FE5110,11
FE5111,10
FE5112,10
FE5116,10
FE5208,10
FE5209,12
FE5210,9
FE5212,5
FE5213,10
FE5214,10
FE5221,6
FE5222,10
FE5223,10
FE5224,5
FE5225,10
FE5226,10
FE5227,5
FIN2704,10
FIN2704X,10
FIN3129,10
FIN3139,5
FIN3701A,11
FIN3701B,11
FIN3702A,11
FIN3702B,11
FIN3703A,11
FIN3703B,11
FIN3711,11
FIN3712,11
FIN3713,11
FIN3714,10
FIN3715,11
FIN3716,10
FIN3717,11
FIN3719,10
FIN3720,10
FIN3721,10
FIN3751,10
FIN3761A,12
FIN4119,10
FIN4129,5
FIN4714,10
FIN4715,10
FIN4716,10
FIN4717,10
FIN4718,10
FIN4719,10
FIN4720,10
FIN4721,10
FIN4751,10
FIN4752,5
FIN4761A,10
FIN4761C,10
FIN4761D,10
FIN6004,15
FIN6006,10
FSC2101,10
FSC3101,10
FSC4201,10
FSC4202,10
FSC4206,12
FSC4207,10
FSC4208,10
FSC5101,10
FSC5199,40
FSC5201,10
FSC5202,10
FSC5203,10
FSC5204,10
FSC5205,10
FSP4003,0
FST1101B,10
FST2102B,10
FST2106,10
FST2109,10
FST2110,10
FST2201,10
FST2204,26
FST2288,10
FST2288R,10
FST2289,10
FST2289R,10
FST2310,40
FST2313,40
FST3103,10
FST3107,10
FST3108,10
FST3109,10
FST3110,10
FST3111,10
FST3112,10
FST3202,10
FST3203,10
FST3204,10
FST3287,40
FST3288,10
FST3288R,10
FST3289,10
FST3310,40
FST3311,40
FST3312,40
FST4102,10
FST4103,10
FST4199,20
FST4202,10
FST4299,40
FST4310,40
FST5198,10
FST5199,40
FST5199A,20
FST5199B,10
FST5201,10
FST5202A,10
FST5203A,10
FST5205A,10
FST5207,10
FST5301A,10
FST5302,10
FST5303A,10
FT5001,10
FT5002,10
FT5003,10
FT5004,10
FT5005,10
FT5007,15
FT5008,10
FT5009,10
FT5010,10
FT5101,10
GE1101E,10
GE2101,10
GE2102,10
GE2103,10
GE2215,10
GE2231,10
GE3204,10
GE3216,10
GE3230A,10
GE3231,10
GE3236,10
GE3238,10
GE3240,10
GE3241,10
GE3247,10
GE3248,10
GE3249,10
GE3250,9
GE3252,10
GE3253,10
GE3254,10
GE3255,10
GE3256,10
GE3257,10
GE3259,10
GE3550A,10
GE3550B,10
GE3551,10
GE4202,10
GE4202HM,12
GE4204,10
GE4204HM,12
GE4211,10
GE4211HM,12
GE4213,10
GE4213HM,12
GE4214,10
GE4214HM,12
GE4217,10
GE4217HM,12
GE4219,10
GE4219HM,12
GE4220,10
GE4220HM,12
GE4221,10
GE4221HM,12
GE4222,10
GE4222HM,12
GE4224,10
GE4224HM,12
GE4225,10
GE4225HM,12
GE4226,10
GE4226HM,12
GE4227,10
GE4227HM,12
GE4228,10
GE4228HM,12
GE4230,10
GE4230HM,12
GE4231,10
GE4231HM,12
GE4232,10
GE4232HM,12
GE4234,10
GE4234HM,12
GE4235,10
GE4235HM,12
GE4236,10
GE4236HM,12
GE4238,10
GE4238HM,12
GE4239,10
GE4239HM,12
GE4401,20
GE4401HM,37
GE4660,10
GE4660HM,12
GE5211,10
GE5217,10
GE5218,10
GE5219,10
GE5223,10
GE5225,10
GE5226,10
GE5227,10
GE5228,10
GE5660,10
GE6211,10
GE6224,10
GE6225,30
GE6226,20
GE6660,10
GE6770,10
GEA1000,9
GEA1000N,9
GEC1000,10
GEC1001,10
GEC1002,10
GEC1003,10
GEC1004,10
GEC1005,10
GEC1006,10
GEC1007,10
GEC1011,10
GEC1013,10
GEC1014,10
GEC1015,10
GEC1016,10
GEC1018,10
GEC1020,10
GEC1023,10
GEC1024,10
GEC1028,10
GEC1030,10
GEC1031,10
GEC1032,10
GEC1033,10
GEC1034T,10
GEC1035,10
GEC1039,10
GEC1040,10
GEC1040T,10
GEC1041,10
GEC1042,10
GEC1044,10
GEC1045,10
GEH1001,10
GEH1005,10
GEH1006,10
GEH1008,10
GEH1009,10
GEH1013,10
GEH1014,10
GEH1015,10
GEH1016,10
GEH1018,10
GEH1022,10
GEH1024,10
GEH1025T,6
GEH1043,10
GEH1045,10
GEH1047,10
GEH1049,10
GEH1050,10
GEH1054,10
GEH1056,10
GEH1060,10
GEH1061,10
GEH1062,10
GEH1070,10
GEH1074,10
GEH1077,10
GEH1079,10
GEI1000,10
GEI1001,10
GEI1002,9
GEN2000,10
GEN2001,10
GEN2002X,10
GEN2002Y,10
GEN2004,10
GEN2050X,10
GEN2050Y,10
GEN2060X,10
GEN2060Y,10
GEN2061X,10
GEN2061Y,10
GEN2062X,10
GEN2062Y,10
GEN2070X,10
GEN2070Y,10
GES1000T,10
GES1002,10
GES1002T,10
GES1003,10
GES1004,10
GES1005,10
GES1006,10
GES1007,10
GES1008,10
GES1011,10
GES1012,10
GES1013,10
GES1014,10
GES1015,10
GES1019,10
GES1020,10
GES1021,10
GES1023,10
GES1024,10
GES1026,10
GES1028,10
GES1029,10
GES1030,10
GES1031,10
GES1034,10
GES1035,10
GES1037,9
GES1037T,9
GES1038,10
GES1039,10
GES1041,9
GESS1000,10
GESS1000T,10
GESS1001,10
GESS1002,10
GESS1003,10
GESS1004,10
GESS1005,10
GESS1006,10
GESS1009,10
GESS1010,10
GESS1011,10
GESS1012,10
GESS1013,10
GESS1014,10
GESS1015,10
GESS1016,10
GESS1017,10
GESS1018,10
GESS1019,10
GESS1020,10
GESS1021,10
GESS1022,10
GESS1024,10
GESS1025,10
GESS1026T,9
GESS1027,10
GESS1028,10
GESS1029,9
GESS1035,10
GESS1036,10
GESS1036T,10
GESS1037,10
GET1002,10
GET1003,10
GET1008,10
GET1009,10
GET1016T,10
GET1019,10
GET1020,10
GET1020T,10
GET1022,10
GET1022T,10
GET1023,10
GET1025,10
GET1026,10
GET1028,10
GET1029,10
GET1030,9
GET1031,6
GET1039,10
GET1040,10
GET1041,10
GET1044,10
GET1046,10
GET1050,10
GEX1000,10
GEX1000T,10
GEX1001,10
GEX1004,10
GEX1005,10
GEX1007,10
GEX1007T,10
GEX1009,10
GEX1009T,10
GEX1010,10
GEX1011,10
GEX1012,10
GEX1014,10
GEX1015,10
GEX1021,10
GEX1022,10
GEX1023,10
GEX1024T,10
GEX1026,10
GEX1031,10
GL1101E,10
GL2101,10
GL2102,10
GL2103,10
GL2104,10
GL3201,10
GL3203,10
GL3550,0
GL3551,0
GL4101,9
GL4101HM,12
GL4102,10
GL4102HM,12
GL4401,20
GL4401HM,37
GL4660,10
GL4660HM,12
GL4881A,10
GL4881AHM,12
GL4882B,10
GL4882BHM,12
GL4882D,10
GL4882DHM,12
GL4883A,10
GL4883AHM,12
GL4883B,10
GL4883BHM,12
GL4883C,10
GL4883CHM,12
GL4884A,10
GL4884AHM,12
GL4884B,10
GL4884BHM,12
GL4885B,10
GL4885BHM,12
GL4886B,10
GL4886BHM,12
GMS1000,10
GMS5003,10
GMS5005,10
GMS5106,10
GMS5114,10
GMS5116,10
GMS5148,0
GMS5149,0
GMS5151,10
GMS5191,10
GMS5201,10
GMS5202,10
GMS5203,10
GMS5204,9
GMS5221,10
GMS5222,10
GMS5301,4
GMS5302,4
GMS5311,4
GMS5312,3
GMS5313,4
GMS5314,3
GMS5315,4
GMS5401,10
GMS5402,10
GMS5403,10
GMS5404,10
GMS5501,10
GMS5502,9
GMS5503,10
GMS5504,10
GMS5701,10
GMS5702,10
GMS5703,10
GMS5704,10
GMS5721,10
GMS5802,10
GMS5803,10
GMS5805,10
GMS5849,25
GMS5900,1
GMS6800,2
GMS6801,9
GMS6802,10
GMS6803,10
GMS6804,10
GMS6810,2
GMS6811,10
GMS6812,10
GMS6813,9
GMS6820,10
GMS6821,1
GMS6850,10
GMS6900,1
GMS6904,10
GMS6907,10
GMS6920,10
GMS6921,10
GMS6950,10
GMS6951,10
GMS6961,9
GS5002,10
GS5101,5
GS6001,8
GS6883B,9
GS6889B,4
GS6889C,10
GSS6886,5
HI5101,32
HI5102,32
HI5104,32
HLE5101,9
HLE5102,9
HM5102,26
HM5103,45
HM5104,34
HM5105,34
HM5106,45
HM5107,12
HS1401A,2
HS1401S,2
HS1402A,2
HS1402S,2
HS1403A,2
HS1403S,2
HS1501,10
HS1502,10
HS2301,10
HS2902,10
HS2903,10
HS2904,10
HS2905,10
HS2906,10
HS2907,10
HS2908,10
HS2909,10
HS2911,10
HS2912,10
HS2913,10
HS2914,10
HS2915,10
HS2916,10
HS2919,10
HSA1000,10
HSH1000,10
HSI1000,10
HSI2001,10
HSI2002,10
HSI2003,10
HSI2004,10
HSI2005,10
HSI2007,10
HSI2008,10
HSI2009,10
HSI2010,9
HSI2011,10
HSI2012,9
HSI2013,10
HSI2014,9
HSI2015,10
HSI2016,10
HSS1000,10
HY1101E,10
HY2207,10
HY2232,10
HY2237,10
HY2247,10
HY2249,10
HY2250,10
HY2251,10
HY2252,10
HY2253,10
HY2259,10
HY2263,10
HY2264,10
HY2265,10
HY3214,10
HY3226,10
HY3236,10
HY3247,10
HY3248,10
HY3250,10
HY3254,10
HY3257,10
HY3265,10
HY3551,10
HY4207,10
HY4207HM,12
HY4210,10
HY4210HM,12
HY4211,10
HY4211HM,12
HY4214,10
HY4214HM,12
HY4215,10
HY4215HM,12
HY4217,10
HY4217HM,12
HY4218,10
HY4218HM,12
HY4222,10
HY4222HM,12
HY4223,10
HY4223HM,12
HY4225,10
HY4225HM,12
HY4229,9
HY4229HM,12
HY4230,10
HY4230HM,12
HY4231,9
HY4231HM,12
HY4235,10
HY4235HM,12
HY4236,10
HY4236HM,12
HY4238,9
HY4238HM,12
HY4401,20
HY4401HM,37
HY4660,10
HY4660HM,12
HY5207,10
HY5210,10
HY5210R,10
HY5303,10
HY5305,10
HY5401,10
HY5401R,10
HY5402,10
HY5403,10
HY5405,10
HY5406,10
HY5407,10
HY5410,10
HY5411,10
HY5412,10
HY5414,20
HY5415,10
HY5416,10
HY5417,10
HY5418,10
HY5660,10
HY6101,10
HY6660,10
HY6770,10
ID1114,9
ID1115,9
ID1116,9
ID1117,9
ID1118,9
ID1119,9
ID1121,10
ID1223,4
ID1300,3
ID2041,0
ID2042,40
ID2106,25
ID2107,10
ID2108,10
ID2109,10
ID2110,10
ID2114,4
ID2115,10
ID2116,6
ID2117,2
ID2118,7
ID2119,10
ID2122,6
ID2322,10
ID3041,35
ID3105,25
ID3106,10
ID3107,10
ID3108,10
ID3109,4
ID3110,4
ID3124,10
ID3125,4
ID3126,4
ID3128,10
ID3129,10
ID3130,10
ID4105,25
ID4106,30
ID4107,4
ID4108,4
ID4109,4
ID4121,10
ID4122,4
ID5021,10
ID5151,10
ID5351,10
ID5354,10
ID5355,10
ID5770,10
ID5951,10
ID5951A,10
ID5951B,10
ID5951C,10
ID5951D,10
ID5951E,10
ID6770,10
IE1111R,10
IE2100,10
IE2110,10
IE2111,10
IE2141,10
IE3100R,10
IE3101,10
IE3102,10
IE3102A,10
IE3105,10
IE3110R,9
IE3120,10
IE4100R,10
IE4102,10
IE4210,10
IE4211,10
IE4213,10
IE4214,10
IE4215,10
IE4220,10
IE4240,10
IE4242,10
IE4243,10
IE4246,10
IE4248,10
IE4299,10
IE5001,10
IE5002,10
IE5003,10
IE5004,10
IE5005,10
IE5006,10
IE5105,10
IE5107,10
IE5108,10
IE5121,10
IE5123,10
IE5202,10
IE5203,10
IE5205,10
IE5206,10
IE5207,10
IE5208,10
IE5209,10
IE5221,10
IE5231,10
IE5301,10
IE5401,10
IE5405,10
IE5600,10
IE5602,10
IE5603,10
IE5666,480
IE5766,20
IE5866,30
IE5881,10
IE5903,10
IE5904A,10
IE5904B,10
IE5905,10
IE5906A,10
IE5906B,10
IE5907,10
IE5908A,10
IE5908B,10
IE5909A,10
IE5909B,10
IE6001,10
IE6002,10
IE6505,10
IE6520,10
IFS2200,40
IFS4101,10
IFS4102,10
IFS4103,10
IFS4205,20
IGL3550,0
IND5001,10
IND5002,10
IND5003,10
IND5004,10
IND5005,10
IND5005A,5
IND5005B,14
IND5021,10
IND5022,10
IND5024,10
INT2101,10
INT3201,10
INT3202,10
INT3204,10
IPM1102,10
IPM1103,10
IPM2101,10
IPM2102,10
IPM2103,10
IPM2104,0
IPM3101,10
IPM3102,10
IPM4101,0
IPM4101T,0
IPM4102,10
IPM4103,0
IPM4201,10
IPS3550,0
IS1108,10
IS1128,10
IS2101,10
IS2102,8
IS2103,7
IS2218,10
IS2238,10
IS3103,10
IS3106,7
IS3107,10
IS3150,10
IS3221,7
IS3240,10
IS3251,10
IS4010,40
IS4100,7
IS4103,20
IS4151,10
IS4226,10
IS4228,10
IS4231,10
IS4233,10
IS4234,10
IS4236,10
IS4238,10
IS4241,8
IS4242,10
IS4243,7
IS4246,7
IS4250,8
IS4262,10
IS4301,10
IS4302,7
IS4303,10
IS5002,10
IS5003,10
IS5004,10
IS5005,10
IS5006,10
IS5007,10
IS5008,10
IS5009,10
IS5116,10
IS5117,10
IS5126,10
IS5128,10
IS5151,10
IS5152,10
IS5451,10
IS6000,5
IS6001,10
IS6002,10
IS6003,10
IS6004,10
IS6006,10
ISC3550,0
ISD5101,20
ISD5102,20
ISD5103,10
ISD5104,10
ISD5105,10
ISD5106,10
ISD5107,10
ISY5001,21
ISY5001G,21
ISY5002,26
ISY5002G,26
ISY5003,26
ISY5003G,26
ISY5004,19
ISY5004G,19
ISY5005,19
ISY5005G,19
ISY5007,15
IT1244,10
IT2002,8
IT2900,10
IT3010,7
IT5001,10
IT5002,10
IT5003,10
IT5004,10
IT5005,10
IT5006,10
IT5007,10
IT5100B,10
IT5100C,10
IT5100D,10
IT5100E,10
IT5100F,10
IT5503,10
JS1101E,10
JS2101,10
JS2203,10
JS2213,10
JS2230,10
JS2233,10
JS2234,10
JS2880A,65
JS3101,10
JS3213,10
JS3214,10
JS3217,10
JS3223,10
JS3229,130
JS3230,10
JS3551,10
JS4207,10
JS4207HM,12
JS4213,10
JS4213HM,12
JS4216,10
JS4216HM,12
JS4217,10
JS4217HM,12
JS4225,10
JS4225HM,12
JS4227,10
JS4227HM,12
JS4229,10
JS4229HM,12
JS4230,10
JS4230HM,12
JS4233,9
JS4233HM,12
JS4401,20
JS4401HM,37
JS5203,10
JS5660,10
JS6202,10
JS6770,10
LA4701,17
LA4702,17
LA5211,10
LA5222,10
LA5302,10
LA5303,10
LA5500,10
LA5511,10
LA5702,20
LA5742,20
LA5742A,10
LA5901,10
LAB1201,10
LAB2201,10
LAB3201,10
LAB3202,10
LAB4201,10
LAB4201HM,12
LAB4202,10
LAB4202HM,12
LAC1201,10
LAC2201,10
LAC2202,10
LAC3201,10
LAC3202,10
LAC3204,10
LAC4201,10
LAC4201HM,12
LAC4202,10
LAC4202HM,12
LAD1001,10
LAD1003,10
LAD1004,10
LAD1005,20
LAD2003,10
LAD2004,10
LAD2005,10
LAD2006,15
LAD2007,20
LAD3001,20
LAD3002,20
LAD3005,10
LAD3006,8
LAD4003,10
LAD4004,10
LAD4005,10
LAD4006,10
LAD4007,10
LAD4008,17
LAD4010,18
LAD4012,10
LAF1201,10
LAF2201,10
LAF3201,10
LAF3202,10
LAF4201,10
LAF4201HM,12
LAF4202,10
LAF4202HM,12
LAF4203,10
LAF4203HM,12
LAF4204,10
LAF4204HM,12
LAG1201,10
LAG2201,10
LAG3201,10
LAG3202,10
LAG4201,10
LAG4201HM,12
LAG4202,10
LAG4202HM,12
LAH1201,10
LAH2201,10
LAH3201,10
LAH3202,10
LAH4202,10
LAH4202HM,12
LAJ1201,10
LAJ2201,10
LAJ2202,10
LAJ2203,10
LAJ3201,10
LAJ3202,10
LAJ3204,10
LAJ4203,10
LAJ4203HM,12
LAK1201,10
LAK2201,10
LAK3201,10
LAK3202,10
LAK4201,10
LAK4201HM,12
LAK4202,10
LAK4202HM,12
LAK4203,10
LAK4203HM,12
LAK4204,10
LAK4204HM,12
LAL1201,10
LAL2201,10
LAM1201,10
LAM2201,10
LAM3201,10
LAM3202,10
LAR1201,10
LAR2201,10
LAR3201,10
LAR3202,10
LAR4201,10
LAR4201HM,12
LAR4202,10
LAR4202HM,12
LAS1201,10
LAS2201,10
LAS3201,10
LAS3202,10
LAS4201,10
LAS4201HM,12
LAS4202,10
LAS4202HM,12
LAS4203,10
LAS4203HM,12
LAS4204,10
LAS4204HM,12
LAT1201,10
LAT2201,10
LAT3201,10
LAT3202,10
LAT4201,10
LAT4201HM,12
LAT4202,10
LAT4202HM,12
LAT4203,10
LAT4203HM,12
LAT4204,10
LAT4204HM,12
LAV1201,10
LAV2201,10
LAV3201,10
LAV4201,10
LAV4201HM,12
LAV4202,10
LAV4202HM,12
LC1001H,20
LC1002I,10
LC1002J,0
LC1003,20
LC1004,20
LC1016,10
LC1025,10
LC2004,20
LC2006A,20
LC2006B,20
LC2006D,20
LC2006E,20
LC2006F,20
LC2006G,20
LC2007,15
LC2008A,20
LC2008B,20
LC2008C,20
LC2008D,20
LC2008F,20
LC2008G,20
LC2008H,20
LC2009,6
LC2010A,10
LC2010B,10
LC2010C,10
LC2010D,10
LC2010E,10
LC2010F,10
LC2010G,10
LC2010H,10
LC2012,10
LC2013,10
LC3001A,0
LC5010A,10
LC5050V,13
LC5070V,13
LC5074,10
LC5089,10
LC5118,10
LC5204AV,13
LC5204BV,13
LC5225,30
LC5230,10
LC5232,10
LC5264,10
LC5265,10
LC5285V,10
LC5336,2
LC5337,10
LC5337S,10
LC5405A,13
LC6009GRSII,10
LC6378,10
LCC5466,2
LCC5467,7
LCC5468,2
LCC5469,5
LCC5470,5
LCD5204AV,13
LCD5204BV,13
LCJ5003,20
LCJ5004,20
LCJ5006,20
LCJ5007,15
LCJ5008,20
LCJ5009,6
LCJ5010,10
LCJ5012,10
LCJ5013,10
LCJ5014,20
LCJ5015,10
LCJ5016,10
LCJ5025,10
LI5204,10
LL4002V,13
LL4004V,13
LL4007,10
LL4008AV,13
LL4008BV,13
LL4009V,10
LL4011V,12
LL4019V,13
LL4021V,10
LL4024V,13
LL4029AV,10
LL4029BV,10
LL4029V,13
LL4031V,13
LL4033V,13
LL4034V,13
LL4043,10
LL4044V,13
LL4045V,13
LL4050V,13
LL4056BV,13
LL4063V,13
LL4064V,13
LL4070V,13
LL4074V,13
LL4089V,13
LL4094AV,10
LL4094BV,10
LL4094CV,10
LL4094DV,10
LL4094EV,10
LL4094FV,10
LL4094GV,10
LL4094V,10
LL4097V,13
LL4100,10
LL4104V,13
LL4109V,13
LL4133V,13
LL4140V,10
LL4177V,10
LL4188V,10
LL4208V,13
LL4213V,12
LL4214,10
LL4237V,10
LL4243V,12
LL4244V,10
LL4276,10
LL4283V,10
LL4285V,10
LL4287V,10
LL4290V,10
LL4292V,10
LL4295,10
LL4303V,12
LL4308V,10
LL4309V,10
LL4318V,10
LL4319V,10
LL4322,10
LL4327V,10
LL4335V,10
LL4338V,10
LL4339,10
LL4342V,10
LL4344,10
LL4349V,10
LL4350V,10
LL4356V,10
LL4357V,10
LL4359Z,18
LL4360Z,18
LL4361Z,18
LL4364V,10
LL4367V,10
LL4375,10
LL4377V,10
LL4387,10
LL4393V,10
LL4396,10
LL4397,10
LL4398,10
LL4405A,13
LL4407,20
LL4412,15
LL4433V,10
LL4434V,10
LL4436V,10
LL4437V,10
LL4438V,10
LL4450V,10
LL4452V,10
LL4453V,10
LL4454V,10
LL4460,10
LL4461V,10
LL4463V,10
LL4475V,10
LL4481,10
LL4486,10
LL4487,10
LL4488,10
LL4489V,12
LL4491V,12
LL4492V,12
LL4493,10
LL4494V,12
LL4496V,12
LL4499,44
LL4500,10
LL4501,10
LL4502,44
LL4504,44
LL4505,44
LL4506,44
LL4507,10
LL4508,10
LL4509,44
LL5002V,13
LL5004V,13
LL5008AV,13
LL5008BV,13
LL5009V,10
LL5011V,12
LL5019V,13
LL5021V,10
LL5024V,13
LL5029V,13
LL5031V,13
LL5033V,13
LL5034V,13
LL5044V,13
LL5045V,13
LL5050V,13
LL5055,10
LL5056BV,13
LL5063V,13
LL5064V,13
LL5070V,13
LL5074V,13
LL5089V,13
LL5097V,13
LL5100,10
LL5104V,13
LL5109V,13
LL5133V,13
LL5140,10
LL5140V,10
LL5177V,10
LL5188V,10
LL5208V,13
LL5213V,12
LL5214,10
LL5237V,10
LL5242S,10
LL5243V,12
LL5244V,10
LL5276,10
LL5283V,10
LL5285V,10
LL5287V,10
LL5290V,10
LL5292V,10
LL5293S,10
LL5294S,10
LL5295,10
LL5303V,12
LL5308V,10
LL5309V,10
LL5314S,10
LL5315S,10
LL5318V,10
LL5319V,10
LL5322,10
LL5327V,10
LL5335V,10
LL5338V,10
LL5339,10
LL5342V,10
LL5344,10
LL5349V,10
LL5350V,10
LL5356V,10
LL5357V,10
LL5359Z,18
LL5360Z,18
LL5361Z,18
LL5364V,10
LL5375,10
LL5380S,10
LL5387,10
LL5393V,10
LL5396V,10
LL5397V,10
LL5405A,13
LL5412,15
LL5433V,10
LL5434V,10
LL5436V,10
LL5437V,10
LL5438V,10
LL5439S,10
LL5445S,10
LL5450V,10
LL5452V,10
LL5453V,10
LL5454S,10
LL5454V,10
LL5459X,10
LL5460,10
LL5461V,10
LL5463V,10
LL5475V,10
LL5481,10
LL5484X,10
LL5486,10
LL5487,10
LL5488,10
LL5489V,12
LL5491V,12
LL5492V,12
LL5493,10
LL5494V,12
LL5496V,12
LL5500,10
LL5501,10
LL5505,44
LL5507,10
LL5508,10
LL5512S,10
LL5513S,10
LL6002V,13
LL6004V,13
LL6008AV,13
LL6008BV,13
LL6009V,10
LL6011V,12
LL6019V,13
LL6021V,10
LL6024V,13
LL6029V,13
LL6031V,13
LL6033V,13
LL6034V,13
LL6044V,13
LL6045V,13
LL6050V,13
LL6056BV,13
LL6063V,13
LL6064V,13
LL6070V,13
LL6074V,13
LL6089V,13
LL6097V,13
LL6100,10
LL6104V,13
LL6109V,13
LL6133V,13
LL6140V,10
LL6177V,13
LL6188V,10
LL6208V,13
LL6213V,12
LL6214,10
LL6237V,10
LL6243V,12
LL6244V,10
LL6276,10
LL6283V,10
LL6285V,10
LL6287V,10
LL6290V,10
LL6292V,10
LL6295,10
LL6303V,12
LL6308V,10
LL6309V,10
LL6318V,10
LL6319V,10
LL6322,10
LL6327V,10
LL6335V,10
LL6338V,10
LL6339,10
LL6342V,10
LL6344,10
LL6349V,10
LL6350V,10
LL6356V,10
LL6357V,10
LL6359Z,18
LL6360Z,18
LL6361Z,18
LL6364V,10
LL6375,10
LL6387,10
LL6393V,10
LL6405A,13
LL6412,15
LL6433V,10
LL6434V,10
LL6436V,10
LL6437V,10
LL6438V,10
LL6450V,10
LL6452V,10
LL6453V,10
LL6454V,10
LL6460,10
LL6461V,10
LL6463V,10
LL6475V,10
LL6481,10
LL6486,10
LL6487,10
LL6488,10
LL6489V,12
LL6491V,12
LL6492V,12
LL6493,10
LL6494V,12
LL6496V,12
LL6500,10
LL6501,10
LL6507,10
LL6508,10
LLD5002V,13
LLD5034V,13
LLD5140V,10
LLD5214,10
LLD5322,10
LLJ5002V,13
LLJ5004V,13
LLJ5008AV,13
LLJ5008BV,13
LLJ5009V,10
LLJ5011V,12
LLJ5019V,13
LLJ5021V,10
LLJ5024V,13
LLJ5029V,13
LLJ5031V,13
LLJ5033V,13
LLJ5034V,13
LLJ5044V,13
LLJ5045V,13
LLJ5050V,13
LLJ5056BV,13
LLJ5063V,13
LLJ5064V,13
LLJ5070V,13
LLJ5074V,13
LLJ5089V,13
LLJ5094AV,10
LLJ5094BV,10
LLJ5094CV,10
LLJ5094DV,10
LLJ5094EV,10
LLJ5094FV,10
LLJ5094GV,10
LLJ5094V,10
LLJ5097V,13
LLJ5100,10
LLJ5104V,13
LLJ5109V,13
LLJ5133V,13
LLJ5140V,10
LLJ5177V,10
LLJ5188V,10
LLJ5208V,13
LLJ5213V,12
LLJ5214,10
LLJ5237V,10
LLJ5243V,12
LLJ5244V,10
LLJ5276,10
LLJ5283V,10
LLJ5285V,10
LLJ5287V,10
LLJ5290V,10
LLJ5292V,10
LLJ5295,10
LLJ5303V,12
LLJ5308V,10
LLJ5309V,10
LLJ5318V,10
LLJ5319V,10
LLJ5322,10
LLJ5327V,10
LLJ5335V,10
LLJ5338V,10
LLJ5339,10
LLJ5342V,10
